Wert,Zeit,Datum
0 W,18:02:50,15-09-2022
33 W,18:03:03,15-09-2022
0 W,18:03:18,15-09-2022
5 W,18:05:20,15-09-2022
0 W,18:05:39,15-09-2022
24 W,18:05:52,15-09-2022
0 W,18:06:04,15-09-2022
6 W,18:06:32,15-09-2022
0 W,18:06:48,15-09-2022
12 W,18:23:19,15-09-2022
0 W,18:23:32,15-09-2022
5 W,18:23:51,15-09-2022
19 W,18:24:03,15-09-2022
10 W,18:24:19,15-09-2022
1 W,18:24:35,15-09-2022
2 W,18:24:47,15-09-2022
1 W,18:25:06,15-09-2022
3 W,18:25:18,15-09-2022
0 W,18:25:34,15-09-2022
11 W,18:26:18,15-09-2022
0 W,18:26:37,15-09-2022
5 W,18:27:52,15-09-2022
0 W,18:28:04,15-09-2022
6 W,18:29:32,15-09-2022
12 W,18:29:54,15-09-2022
0 W,18:30:03,15-09-2022
2 W,18:31:18,15-09-2022
0 W,18:31:34,15-09-2022
228 W,18:38:05,15-09-2022
3 W,18:38:17,15-09-2022
8 W,18:38:36,15-09-2022
1 W,18:38:49,15-09-2022
7 W,18:39:01,15-09-2022
0 W,18:39:20,15-09-2022
6 W,18:39:32,15-09-2022
0 W,18:39:48,15-09-2022
4 W,18:43:02,15-09-2022
0 W,18:43:21,15-09-2022
12 W,18:43:36,15-09-2022
1 W,18:43:49,15-09-2022
27 W,18:44:05,15-09-2022
0 W,18:44:17,15-09-2022
2 W,18:45:20,15-09-2022
18 W,18:45:32,15-09-2022
0 W,18:45:48,15-09-2022
2 W,18:46:10,15-09-2022
0 W,18:46:19,15-09-2022
14 W,18:46:35,15-09-2022
0 W,18:46:47,15-09-2022
20 W,18:51:16,15-09-2022
0 W,18:51:35,15-09-2022
5 W,18:52:19,15-09-2022
19 W,18:52:31,15-09-2022
5 W,18:52:53,15-09-2022
0 W,18:53:09,15-09-2022
16 W,18:53:18,15-09-2022
0 W,18:53:34,15-09-2022
19 W,18:54:05,15-09-2022
0 W,18:54:18,15-09-2022
5 W,18:54:43,15-09-2022
0 W,18:54:49,15-09-2022
11 W,18:55:39,15-09-2022
0 W,18:55:48,15-09-2022
6 W,18:56:01,15-09-2022
4 W,18:56:20,15-09-2022
0 W,18:56:38,15-09-2022
20 W,18:57:03,15-09-2022
0 W,18:57:19,15-09-2022
2 W,18:58:03,15-09-2022
6 W,18:58:19,15-09-2022
11 W,18:58:31,15-09-2022
0 W,18:58:50,15-09-2022
5 W,18:59:21,15-09-2022
0 W,18:59:37,15-09-2022
1 W,19:00:33,15-09-2022
0 W,19:00:52,15-09-2022
16 W,19:01:20,15-09-2022
5 W,19:01:36,15-09-2022
6 W,19:01:54,15-09-2022
0 W,19:02:07,15-09-2022
4 W,19:02:16,15-09-2022
0 W,19:02:38,15-09-2022
12 W,19:03:34,15-09-2022
14 W,19:03:50,15-09-2022
25 W,19:04:03,15-09-2022
0 W,19:04:18,15-09-2022
2 W,19:05:18,15-09-2022
24 W,19:05:33,15-09-2022
9 W,19:05:49,15-09-2022
0 W,19:06:04,15-09-2022
10 W,19:06:39,15-09-2022
0 W,19:06:48,15-09-2022
1 W,19:07:20,15-09-2022
0 W,19:07:35,15-09-2022
105 W,19:08:53,15-09-2022
64 W,19:09:03,15-09-2022
0 W,19:09:18,15-09-2022
168 W,19:09:50,15-09-2022
187 W,19:10:02,15-09-2022
0 W,19:10:18,15-09-2022
18 W,19:11:05,15-09-2022
19 W,19:11:17,15-09-2022
0 W,19:11:33,15-09-2022
7 W,19:11:49,15-09-2022
0 W,19:12:04,15-09-2022
10 W,19:14:03,15-09-2022
9 W,19:14:19,15-09-2022
18 W,19:14:34,15-09-2022
7 W,19:14:47,15-09-2022
3 W,19:15:02,15-09-2022
24 W,19:15:18,15-09-2022
0 W,19:15:37,15-09-2022
4 W,19:16:05,15-09-2022
0 W,19:16:21,15-09-2022
2 W,19:16:55,15-09-2022
0 W,19:17:04,15-09-2022
10 W,19:17:33,15-09-2022
0 W,19:17:54,15-09-2022
2 W,19:18:38,15-09-2022
0 W,19:18:54,15-09-2022
9 W,19:19:06,15-09-2022
19 W,19:19:19,15-09-2022
4 W,19:19:31,15-09-2022
6 W,19:19:50,15-09-2022
0 W,19:20:03,15-09-2022
3 W,19:21:36,15-09-2022
0 W,19:21:49,15-09-2022
16 W,19:22:20,15-09-2022
0 W,19:22:33,15-09-2022
27 W,19:22:48,15-09-2022
0 W,19:23:04,15-09-2022
5 W,19:23:20,15-09-2022
4 W,19:23:45,15-09-2022
0 W,19:23:48,15-09-2022
3 W,19:24:03,15-09-2022
0 W,19:24:16,15-09-2022
38 W,19:24:38,15-09-2022
10 W,19:24:47,15-09-2022
0 W,19:25:03,15-09-2022
4 W,19:25:50,15-09-2022
2 W,19:26:05,15-09-2022
0 W,19:26:18,15-09-2022
16 W,19:26:37,15-09-2022
4 W,19:26:49,15-09-2022
0 W,19:27:02,15-09-2022
10 W,19:27:52,15-09-2022
0 W,19:28:01,15-09-2022
4 W,19:30:19,15-09-2022
0 W,19:30:38,15-09-2022
6 W,19:30:47,15-09-2022
0 W,19:31:06,15-09-2022
28 W,19:31:21,15-09-2022
0 W,19:31:37,15-09-2022
2 W,19:33:20,15-09-2022
0 W,19:33:33,15-09-2022
1 W,19:35:38,15-09-2022
0 W,19:35:57,15-09-2022
20 W,19:37:06,15-09-2022
3 W,19:37:18,15-09-2022
0 W,19:37:40,15-09-2022
1 W,19:37:52,15-09-2022
0 W,19:38:02,15-09-2022
13 W,19:38:33,15-09-2022
5 W,19:38:49,15-09-2022
0 W,19:39:04,15-09-2022
3 W,19:39:17,15-09-2022
6 W,19:39:45,15-09-2022
9 W,19:39:48,15-09-2022
2 W,19:40:04,15-09-2022
0 W,19:40:19,15-09-2022
2 W,19:41:03,15-09-2022
3 W,19:41:22,15-09-2022
7 W,19:41:34,15-09-2022
1 W,19:41:53,15-09-2022
0 W,19:42:06,15-09-2022
10 W,19:43:05,15-09-2022
0 W,19:43:18,15-09-2022
4 W,19:44:05,15-09-2022
0 W,19:44:17,15-09-2022
5 W,19:45:38,15-09-2022
0 W,19:45:48,15-09-2022
2 W,19:47:15,15-09-2022
0 W,19:47:18,15-09-2022
14 W,19:47:37,15-09-2022
10 W,19:47:47,15-09-2022
0 W,19:48:05,15-09-2022
8 W,19:49:02,15-09-2022
0 W,19:49:17,15-09-2022
5 W,19:49:33,15-09-2022
0 W,19:49:52,15-09-2022
16 W,19:50:51,15-09-2022
15 W,19:51:04,15-09-2022
10 W,19:51:19,15-09-2022
0 W,19:51:35,15-09-2022
93 W,19:52:03,15-09-2022
0 W,19:52:19,15-09-2022
47 W,19:52:50,15-09-2022
0 W,19:53:02,15-09-2022
8 W,19:53:34,15-09-2022
7 W,19:53:53,15-09-2022
22 W,19:54:05,15-09-2022
0 W,19:54:18,15-09-2022
9 W,19:54:55,15-09-2022
21 W,19:55:04,15-09-2022
30 W,19:55:17,15-09-2022
10 W,19:55:39,15-09-2022
0 W,19:55:58,15-09-2022
10 W,19:56:04,15-09-2022
0 W,19:56:16,15-09-2022
5 W,19:57:38,15-09-2022
0 W,19:57:50,15-09-2022
1 W,19:58:18,15-09-2022
0 W,19:58:31,15-09-2022
3 W,19:59:18,15-09-2022
5 W,19:59:40,15-09-2022
0 W,19:59:49,15-09-2022
4 W,20:01:04,15-09-2022
18 W,20:01:17,15-09-2022
0 W,20:01:35,15-09-2022
17 W,20:03:06,15-09-2022
0 W,20:03:19,15-09-2022
2 W,20:04:02,15-09-2022
0 W,20:04:18,15-09-2022
9 W,20:05:02,15-09-2022
0 W,20:05:21,15-09-2022
3 W,20:05:33,15-09-2022
0 W,20:05:58,15-09-2022
5 W,20:06:04,15-09-2022
0 W,20:06:20,15-09-2022
9 W,20:08:19,15-09-2022
16 W,20:08:31,15-09-2022
22 W,20:08:53,15-09-2022
0 W,20:09:03,15-09-2022
8 W,20:09:34,15-09-2022
2 W,20:09:59,15-09-2022
3 W,20:10:05,15-09-2022
14 W,20:10:18,15-09-2022
0 W,20:10:36,15-09-2022
8 W,20:12:04,15-09-2022
0 W,20:12:20,15-09-2022
5 W,20:12:51,15-09-2022
0 W,20:13:03,15-09-2022
4 W,20:15:05,15-09-2022
3 W,20:15:18,15-09-2022
1 W,20:15:34,15-09-2022
3 W,20:15:52,15-09-2022
0 W,20:16:02,15-09-2022
24 W,20:16:20,15-09-2022
0 W,20:16:33,15-09-2022
16 W,20:16:49,15-09-2022
8 W,20:17:01,15-09-2022
22 W,20:17:20,15-09-2022
17 W,20:17:39,15-09-2022
6 W,20:17:51,15-09-2022
0 W,20:18:04,15-09-2022
2 W,20:18:16,15-09-2022
0 W,20:18:35,15-09-2022
5 W,20:19:34,15-09-2022
6 W,20:19:47,15-09-2022
3 W,20:20:06,15-09-2022
0 W,20:20:18,15-09-2022
10 W,20:20:49,15-09-2022
0 W,20:21:05,15-09-2022
8 W,20:21:39,15-09-2022
6 W,20:21:49,15-09-2022
19 W,20:22:01,15-09-2022
0 W,20:22:20,15-09-2022
9 W,20:23:20,15-09-2022
0 W,20:23:32,15-09-2022
2 W,20:29:48,15-09-2022
0 W,20:30:03,15-09-2022
2 W,20:30:19,15-09-2022
0 W,20:30:38,15-09-2022
2 W,20:30:53,15-09-2022
0 W,20:31:06,15-09-2022
4 W,20:31:18,15-09-2022
0 W,20:31:40,15-09-2022
4 W,20:31:50,15-09-2022
0 W,20:32:02,15-09-2022
3 W,20:36:19,15-09-2022
0 W,20:36:37,15-09-2022
2 W,20:38:20,15-09-2022
3 W,20:38:33,15-09-2022
7 W,20:38:52,15-09-2022
0 W,20:39:04,15-09-2022
8 W,20:39:54,15-09-2022
0 W,20:40:04,15-09-2022
1 W,20:40:19,15-09-2022
4 W,20:40:38,15-09-2022
40 W,20:40:47,15-09-2022
4 W,20:41:03,15-09-2022
0 W,20:41:22,15-09-2022
14 W,20:45:35,15-09-2022
11 W,20:45:54,15-09-2022
3 W,20:46:06,15-09-2022
9 W,20:46:19,15-09-2022
3 W,20:46:34,15-09-2022
2 W,20:46:53,15-09-2022
4 W,20:47:18,15-09-2022
8 W,20:47:49,15-09-2022
7 W,20:48:02,15-09-2022
0 W,20:48:33,15-09-2022
4 W,20:48:49,15-09-2022
8 W,20:49:04,15-09-2022
3 W,20:49:39,15-09-2022
7 W,20:49:48,15-09-2022
4 W,20:50:04,15-09-2022
3 W,20:50:16,15-09-2022
13 W,20:50:51,15-09-2022
6 W,20:51:03,15-09-2022
5 W,20:51:19,15-09-2022
12 W,20:51:38,15-09-2022
0 W,20:52:03,15-09-2022
11 W,20:52:18,15-09-2022
3 W,20:52:34,15-09-2022
4 W,20:52:50,15-09-2022
3 W,20:53:02,15-09-2022
10 W,20:53:40,15-09-2022
1 W,20:53:49,15-09-2022
5 W,20:54:05,15-09-2022
0 W,20:54:17,15-09-2022
4 W,20:54:39,15-09-2022
0 W,20:54:58,15-09-2022
11 W,20:56:04,15-09-2022
0 W,20:56:19,15-09-2022
2 W,20:56:50,15-09-2022
8 W,20:57:03,15-09-2022
0 W,20:57:19,15-09-2022
7 W,20:59:02,15-09-2022
1 W,20:59:21,15-09-2022
3 W,20:59:33,15-09-2022
4 W,20:59:49,15-09-2022
5 W,21:00:04,15-09-2022
3 W,21:00:17,15-09-2022
1 W,21:00:48,15-09-2022
0 W,21:01:04,15-09-2022
6 W,21:01:16,15-09-2022
1 W,21:01:38,15-09-2022
0 W,21:01:47,15-09-2022
3 W,21:02:06,15-09-2022
0 W,21:02:19,15-09-2022
1 W,21:02:50,15-09-2022
0 W,21:03:03,15-09-2022
3 W,21:03:18,15-09-2022
0 W,21:03:34,15-09-2022
6 W,21:03:53,15-09-2022
0 W,21:04:05,15-09-2022
6 W,21:05:01,15-09-2022
0 W,21:05:20,15-09-2022
1 W,21:05:39,15-09-2022
2 W,21:05:51,15-09-2022
0 W,21:06:04,15-09-2022
2 W,21:07:38,15-09-2022
0 W,21:07:53,15-09-2022
10 W,21:08:03,15-09-2022
3 W,21:08:18,15-09-2022
5 W,21:08:34,15-09-2022
10 W,21:08:50,15-09-2022
13 W,21:09:02,15-09-2022
0 W,21:09:21,15-09-2022
1 W,21:09:33,15-09-2022
10 W,21:09:49,15-09-2022
0 W,21:10:05,15-09-2022
18 W,21:10:36,15-09-2022
0 W,21:10:48,15-09-2022
13 W,21:11:04,15-09-2022
0 W,21:11:16,15-09-2022
8 W,21:11:35,15-09-2022
3 W,21:11:48,15-09-2022
6 W,21:12:06,15-09-2022
0 W,21:12:19,15-09-2022
8 W,21:12:38,15-09-2022
4 W,21:12:53,15-09-2022
6 W,21:13:03,15-09-2022
0 W,21:13:18,15-09-2022
9 W,21:13:40,15-09-2022
8 W,21:13:50,15-09-2022
6 W,21:14:05,15-09-2022
3 W,21:14:18,15-09-2022
4 W,21:14:34,15-09-2022
7 W,21:14:49,15-09-2022
10 W,21:15:05,15-09-2022
9 W,21:15:17,15-09-2022
12 W,21:15:39,15-09-2022
0 W,21:15:52,15-09-2022
9 W,21:16:01,15-09-2022
5 W,21:16:20,15-09-2022
13 W,21:16:32,15-09-2022
0 W,21:16:51,15-09-2022
10 W,21:17:32,15-09-2022
0 W,21:17:54,15-09-2022
6 W,21:18:03,15-09-2022
8 W,21:18:19,15-09-2022
0 W,21:18:31,15-09-2022
8 W,21:18:50,15-09-2022
0 W,21:19:03,15-09-2022
6 W,21:27:01,15-09-2022
0 W,21:27:33,15-09-2022
8 W,21:27:48,15-09-2022
0 W,21:28:04,15-09-2022
1 W,21:28:38,15-09-2022
0 W,21:28:51,15-09-2022
14 W,21:29:03,15-09-2022
20 W,21:29:19,15-09-2022
29 W,21:29:38,15-09-2022
17 W,21:29:54,15-09-2022
2 W,21:30:03,15-09-2022
0 W,21:30:37,15-09-2022
4 W,21:30:47,15-09-2022
0 W,21:31:05,15-09-2022
8 W,21:31:18,15-09-2022
9 W,21:31:37,15-09-2022
7 W,21:31:49,15-09-2022
6 W,21:32:02,15-09-2022
5 W,21:32:20,15-09-2022
8 W,21:32:39,15-09-2022
0 W,21:32:52,15-09-2022
6 W,21:40:50,15-09-2022
0 W,21:41:03,15-09-2022
1 W,21:41:18,15-09-2022
13 W,21:41:37,15-09-2022
14 W,21:41:46,15-09-2022
1 W,21:42:05,15-09-2022
0 W,21:42:18,15-09-2022
4 W,21:42:37,15-09-2022
0 W,21:42:49,15-09-2022
7 W,21:43:36,15-09-2022
0 W,21:43:48,15-09-2022
4 W,21:44:48,15-09-2022
0 W,21:45:04,15-09-2022
9 W,21:45:19,15-09-2022
6 W,21:45:38,15-09-2022
0 W,21:46:03,15-09-2022
6 W,21:47:06,15-09-2022
5 W,21:47:18,15-09-2022
7 W,21:47:34,15-09-2022
0 W,21:47:56,15-09-2022
21 W,21:48:17,15-09-2022
16 W,21:48:36,15-09-2022
0 W,21:48:49,15-09-2022
6 W,21:49:14,15-09-2022
0 W,21:49:20,15-09-2022
4 W,21:50:01,15-09-2022
0 W,21:50:04,15-09-2022
10 W,21:50:19,15-09-2022
3 W,21:50:48,15-09-2022
0 W,21:51:03,15-09-2022
6 W,21:51:31,15-09-2022
0 W,21:51:53,15-09-2022
2 W,21:52:21,15-09-2022
0 W,21:52:34,15-09-2022
5 W,21:52:56,15-09-2022
0 W,21:53:05,15-09-2022
2 W,21:57:06,15-09-2022
0 W,21:57:18,15-09-2022
6 W,21:57:40,15-09-2022
0 W,21:57:53,15-09-2022
6 W,22:05:48,15-09-2022
0 W,22:06:04,15-09-2022
12 W,22:06:19,15-09-2022
17 W,22:06:32,15-09-2022
0 W,22:07:03,15-09-2022
14 W,22:07:19,15-09-2022
8 W,22:07:41,15-09-2022
1 W,22:07:50,15-09-2022
11 W,22:08:03,15-09-2022
9 W,22:08:18,15-09-2022
1 W,22:08:50,15-09-2022
8 W,22:09:02,15-09-2022
0 W,22:09:21,15-09-2022
10 W,22:09:40,15-09-2022
15 W,22:09:49,15-09-2022
0 W,22:10:01,15-09-2022
5 W,22:10:20,15-09-2022
0 W,22:10:39,15-09-2022
2 W,22:23:03,15-09-2022
0 W,22:23:19,15-09-2022
4 W,22:23:41,15-09-2022
2 W,22:23:50,15-09-2022
0 W,22:24:03,15-09-2022
4 W,22:24:18,15-09-2022
3 W,22:24:34,15-09-2022
5 W,22:24:53,15-09-2022
9 W,22:25:05,15-09-2022
0 W,22:25:18,15-09-2022
12 W,22:25:36,15-09-2022
0 W,22:25:49,15-09-2022
2 W,22:26:20,15-09-2022
0 W,22:26:33,15-09-2022
5 W,22:27:16,15-09-2022
4 W,22:27:38,15-09-2022
0 W,22:27:54,15-09-2022
4 W,22:28:19,15-09-2022
2 W,22:28:35,15-09-2022
1 W,22:28:47,15-09-2022
0 W,22:29:03,15-09-2022
3 W,22:29:34,15-09-2022
0 W,22:29:47,15-09-2022
4 W,22:35:19,15-09-2022
0 W,22:35:37,15-09-2022
14 W,22:35:56,15-09-2022
1 W,22:36:02,15-09-2022
9 W,22:36:18,15-09-2022
10 W,22:36:40,15-09-2022
4 W,22:36:49,15-09-2022
17 W,22:37:08,15-09-2022
3 W,22:37:17,15-09-2022
19 W,22:37:33,15-09-2022
0 W,22:37:52,15-09-2022
9 W,22:38:32,15-09-2022
8 W,22:38:54,15-09-2022
2 W,22:39:07,15-09-2022
1 W,22:39:48,15-09-2022
0 W,22:40:03,15-09-2022
3 W,22:40:19,15-09-2022
0 W,22:40:41,15-09-2022
1 W,22:40:50,15-09-2022
0 W,22:41:03,15-09-2022
3 W,22:44:32,15-09-2022
0 W,22:44:54,15-09-2022
5 W,22:53:52,15-09-2022
1 W,22:54:01,15-09-2022
0 W,22:54:20,15-09-2022
2 W,22:54:39,15-09-2022
4 W,22:54:48,15-09-2022
0 W,22:55:04,15-09-2022
5 W,22:55:35,15-09-2022
10 W,22:55:48,15-09-2022
1 W,22:56:03,15-09-2022
11 W,22:56:19,15-09-2022
0 W,22:56:34,15-09-2022
27 W,22:56:53,15-09-2022
0 W,22:57:03,15-09-2022
15 W,22:57:18,15-09-2022
5 W,22:57:40,15-09-2022
8 W,22:57:50,15-09-2022
7 W,22:58:02,15-09-2022
8 W,22:58:21,15-09-2022
0 W,22:58:36,15-09-2022
4 W,22:58:55,15-09-2022
0 W,22:59:05,15-09-2022
1 W,22:59:39,15-09-2022
7 W,22:59:48,15-09-2022
0 W,23:00:01,15-09-2022
5 W,23:03:47,15-09-2022
0 W,23:04:05,15-09-2022
7 W,23:04:18,15-09-2022
0 W,23:04:52,15-09-2022
9 W,23:07:04,15-09-2022
3 W,23:07:19,15-09-2022
5 W,23:07:38,15-09-2022
3 W,23:07:51,15-09-2022
13 W,23:08:03,15-09-2022
7 W,23:08:22,15-09-2022
5 W,23:08:34,15-09-2022
2 W,23:08:53,15-09-2022
1 W,23:09:06,15-09-2022
9 W,23:09:18,15-09-2022
0 W,23:09:37,15-09-2022
5 W,23:09:49,15-09-2022
0 W,23:10:08,15-09-2022
3 W,23:10:18,15-09-2022
0 W,23:10:39,15-09-2022
7 W,23:10:49,15-09-2022
0 W,23:11:01,15-09-2022
1 W,23:11:20,15-09-2022
0 W,23:11:33,15-09-2022
2 W,23:11:54,15-09-2022
1 W,23:12:16,15-09-2022
5 W,23:12:35,15-09-2022
3 W,23:13:03,15-09-2022
6 W,23:13:19,15-09-2022
2 W,23:13:38,15-09-2022
7 W,23:13:56,15-09-2022
2 W,23:14:06,15-09-2022
0 W,23:14:18,15-09-2022
1 W,23:15:18,15-09-2022
0 W,23:15:33,15-09-2022
2 W,23:15:55,15-09-2022
0 W,23:16:05,15-09-2022
2 W,23:26:05,15-09-2022
0 W,23:26:21,15-09-2022
7 W,23:26:33,15-09-2022
4 W,23:26:55,15-09-2022
10 W,23:27:17,15-09-2022
0 W,23:27:39,15-09-2022
16 W,23:28:20,15-09-2022
12 W,23:28:38,15-09-2022
8 W,23:28:51,15-09-2022
9 W,23:29:03,15-09-2022
6 W,23:29:19,15-09-2022
7 W,23:29:32,15-09-2022
2 W,23:29:50,15-09-2022
9 W,23:30:03,15-09-2022
0 W,23:30:18,15-09-2022
9 W,23:34:19,15-09-2022
0 W,23:34:35,15-09-2022
6 W,23:34:50,15-09-2022
1 W,23:35:03,15-09-2022
3 W,23:35:19,15-09-2022
5 W,23:35:40,15-09-2022
7 W,23:36:02,15-09-2022
4 W,23:36:18,15-09-2022
7 W,23:36:37,15-09-2022
6 W,23:36:52,15-09-2022
2 W,23:37:02,15-09-2022
4 W,23:37:21,15-09-2022
13 W,23:37:33,15-09-2022
7 W,23:37:52,15-09-2022
0 W,23:38:01,15-09-2022
1 W,23:40:31,15-09-2022
0 W,23:40:53,15-09-2022
6 W,23:42:05,15-09-2022
0 W,23:42:18,15-09-2022
3 W,23:43:05,15-09-2022
0 W,23:43:20,15-09-2022
2 W,23:44:48,15-09-2022
0 W,23:45:03,15-09-2022
6 W,23:46:06,15-09-2022
8 W,23:46:18,15-09-2022
3 W,23:46:40,15-09-2022
5 W,23:46:50,15-09-2022
7 W,23:47:02,15-09-2022
10 W,23:47:34,15-09-2022
0 W,23:47:52,15-09-2022
2 W,23:48:02,15-09-2022
0 W,23:48:20,15-09-2022
4 W,23:52:43,15-09-2022
5 W,23:52:49,15-09-2022
4 W,23:53:02,15-09-2022
0 W,23:53:21,15-09-2022
15 W,23:57:18,15-09-2022
0 W,23:57:34,15-09-2022
2 W,23:58:02,15-09-2022
4 W,23:58:21,15-09-2022
6 W,23:58:33,15-09-2022
0 W,23:58:52,15-09-2022
3 W,00:00:04,16-09-2022
0 W,00:00:17,16-09-2022
3 W,00:01:16,16-09-2022
6 W,00:01:35,16-09-2022
0 W,00:01:48,16-09-2022
2 W,00:02:03,16-09-2022
9 W,00:02:38,16-09-2022
6 W,00:02:50,16-09-2022
2 W,00:03:03,16-09-2022
5 W,00:03:18,16-09-2022
10 W,00:03:34,16-09-2022
9 W,00:03:50,16-09-2022
0 W,00:04:02,16-09-2022
4 W,00:04:21,16-09-2022
0 W,00:04:33,16-09-2022
3 W,00:04:52,16-09-2022
8 W,00:05:02,16-09-2022
14 W,00:05:20,16-09-2022
0 W,00:05:39,16-09-2022
7 W,00:05:58,16-09-2022
3 W,00:06:04,16-09-2022
8 W,00:06:17,16-09-2022
5 W,00:07:19,16-09-2022
0 W,00:07:38,16-09-2022
19 W,00:08:03,16-09-2022
0 W,00:08:19,16-09-2022
5 W,00:08:34,16-09-2022
0 W,00:08:50,16-09-2022
1 W,00:09:02,16-09-2022
10 W,00:09:21,16-09-2022
0 W,00:09:37,16-09-2022
14 W,00:10:55,16-09-2022
3 W,00:11:04,16-09-2022
9 W,00:11:17,16-09-2022
14 W,00:11:36,16-09-2022
16 W,00:11:48,16-09-2022
0 W,00:12:04,16-09-2022
9 W,00:12:19,16-09-2022
8 W,00:12:32,16-09-2022
7 W,00:12:51,16-09-2022
0 W,00:13:03,16-09-2022
9 W,00:13:19,16-09-2022
10 W,00:13:31,16-09-2022
3 W,00:13:50,16-09-2022
2 W,00:14:03,16-09-2022
1 W,00:14:21,16-09-2022
0 W,00:14:37,16-09-2022
4 W,00:14:46,16-09-2022
0 W,00:15:05,16-09-2022
2 W,00:24:19,16-09-2022
0 W,00:24:34,16-09-2022
30 W,00:28:54,16-09-2022
0 W,00:29:03,16-09-2022
1 W,00:29:19,16-09-2022
0 W,00:29:35,16-09-2022
12 W,00:32:20,16-09-2022
0 W,00:32:33,16-09-2022
3 W,00:35:47,16-09-2022
0 W,00:36:05,16-09-2022
9 W,00:36:34,16-09-2022
8 W,00:36:49,16-09-2022
0 W,00:37:02,16-09-2022
10 W,00:38:18,16-09-2022
0 W,00:38:37,16-09-2022
4 W,00:42:53,16-09-2022
0 W,00:43:03,16-09-2022
1 W,00:51:32,16-09-2022
0 W,00:51:51,16-09-2022
6 W,00:52:04,16-09-2022
0 W,00:52:22,16-09-2022
3 W,00:53:59,16-09-2022
0 W,00:54:02,16-09-2022
5 W,00:55:18,16-09-2022
0 W,00:55:33,16-09-2022
6 W,00:55:58,16-09-2022
0 W,00:56:05,16-09-2022
1 W,00:58:47,16-09-2022
0 W,00:59:06,16-09-2022
9 W,01:01:33,16-09-2022
6 W,01:01:49,16-09-2022
5 W,01:02:04,16-09-2022
0 W,01:02:20,16-09-2022
1 W,01:06:33,16-09-2022
0 W,01:06:49,16-09-2022
3 W,01:07:17,16-09-2022
0 W,01:07:39,16-09-2022
6 W,01:08:07,16-09-2022
0 W,01:08:20,16-09-2022
2 W,01:08:32,16-09-2022
0 W,01:08:54,16-09-2022
4 W,01:14:04,16-09-2022
0 W,01:14:19,16-09-2022
3 W,01:15:03,16-09-2022
0 W,01:15:19,16-09-2022
1 W,01:17:18,16-09-2022
0 W,01:17:40,16-09-2022
2 W,01:19:32,16-09-2022
0 W,01:19:51,16-09-2022
6 W,01:20:03,16-09-2022
2 W,01:20:47,16-09-2022
0 W,01:21:06,16-09-2022
2 W,01:24:21,16-09-2022
0 W,01:24:34,16-09-2022
109 W,01:43:54,16-09-2022
0 W,01:44:03,16-09-2022
3 W,01:44:35,16-09-2022
0 W,01:44:50,16-09-2022
2 W,01:46:40,16-09-2022
0 W,01:46:52,16-09-2022
3 W,01:48:04,16-09-2022
0 W,01:48:17,16-09-2022
1 W,01:50:46,16-09-2022
3 W,01:51:05,16-09-2022
5 W,01:51:18,16-09-2022
0 W,01:51:36,16-09-2022
3 W,01:58:20,16-09-2022
0 W,01:58:51,16-09-2022
1 W,02:04:04,16-09-2022
7 W,02:04:19,16-09-2022
0 W,02:04:35,16-09-2022
1 W,02:05:34,16-09-2022
0 W,02:05:50,16-09-2022
1 W,02:08:32,16-09-2022
0 W,02:08:54,16-09-2022
2 W,02:09:48,16-09-2022
0 W,02:10:03,16-09-2022
6 W,02:10:19,16-09-2022
0 W,02:10:34,16-09-2022
1 W,02:16:18,16-09-2022
2 W,02:16:34,16-09-2022
0 W,02:16:50,16-09-2022
1 W,02:22:49,16-09-2022
0 W,02:23:02,16-09-2022
1 W,02:28:40,16-09-2022
0 W,02:28:55,16-09-2022
3 W,02:29:05,16-09-2022
0 W,02:29:17,16-09-2022
1 W,02:31:54,16-09-2022
0 W,02:32:03,16-09-2022
1 W,02:33:02,16-09-2022
0 W,02:33:21,16-09-2022
3 W,02:34:49,16-09-2022
0 W,02:35:07,16-09-2022
7 W,02:35:35,16-09-2022
0 W,02:35:51,16-09-2022
8 W,02:36:04,16-09-2022
0 W,02:36:19,16-09-2022
5 W,02:40:48,16-09-2022
0 W,02:41:04,16-09-2022
1 W,02:43:18,16-09-2022
0 W,02:43:34,16-09-2022
1 W,02:44:37,16-09-2022
0 W,02:44:49,16-09-2022
3 W,02:47:41,16-09-2022
6 W,02:47:50,16-09-2022
5 W,02:48:03,16-09-2022
0 W,02:48:19,16-09-2022
5 W,02:53:47,16-09-2022
1 W,02:54:06,16-09-2022
8 W,02:54:18,16-09-2022
0 W,02:54:40,16-09-2022
1 W,03:05:49,16-09-2022
0 W,03:06:05,16-09-2022
1 W,03:06:49,16-09-2022
0 W,03:07:04,16-09-2022
1 W,03:07:20,16-09-2022
174 W,03:07:39,16-09-2022
0 W,03:07:51,16-09-2022
29 W,10:08:02,16-09-2022
49 W,10:08:21,16-09-2022
84 W,10:08:37,16-09-2022
97 W,10:08:49,16-09-2022
38 W,10:09:05,16-09-2022
32 W,10:09:18,16-09-2022
31 W,10:09:36,16-09-2022
48 W,10:09:49,16-09-2022
0 W,10:10:04,16-09-2022
14 W,10:10:20,16-09-2022
0 W,10:10:33,16-09-2022
26 W,10:12:50,16-09-2022
0 W,10:13:03,16-09-2022
3 W,10:14:40,16-09-2022
84 W,10:14:55,16-09-2022
213 W,10:15:05,16-09-2022
293 W,10:15:17,16-09-2022
