Wert,Zeit,Datum
398 W,14:16:35,16-09-2022
380 W,14:16:48,16-09-2022
376 W,14:17:07,16-09-2022
378 W,14:17:19,16-09-2022
383 W,14:17:35,16-09-2022
389 W,14:17:50,16-09-2022
395 W,14:18:03,16-09-2022
401 W,14:18:22,16-09-2022
403 W,14:18:34,16-09-2022
401 W,14:18:50,16-09-2022
434.28645 W,14:19:05,16-09-2022
449.27395 W,14:19:18,16-09-2022
400 W,14:19:37,16-09-2022
452.43815 W,14:19:49,16-09-2022
467.32825 W,14:20:08,16-09-2022
454.437 W,14:20:21,16-09-2022
468.89300000000003 W,14:20:33,16-09-2022
468.4449 W,14:20:52,16-09-2022
482.26820000000004 W,14:21:04,16-09-2022
478.03490000000005 W,14:21:23,16-09-2022
448.99080000000004 W,14:21:36,16-09-2022
487.37925 W,14:21:48,16-09-2022
494.99985000000004 W,14:22:07,16-09-2022
494.4755 W,14:22:19,16-09-2022
431 W,14:22:38,16-09-2022
491.6986 W,14:22:51,16-09-2022
483.51515 W,14:23:03,16-09-2022
488.078 W,14:23:19,16-09-2022
485.34075 W,14:23:35,16-09-2022
493.3828571428571 W,14:23:50,16-09-2022
488.26257499999997 W,14:24:03,16-09-2022
488.884 W,14:24:22,16-09-2022
494.8 W,14:24:34,16-09-2022
499.24 W,14:24:50,16-09-2022
512.14 W,14:25:05,16-09-2022
525.08 W,14:25:18,16-09-2022
539.912 W,14:25:37,16-09-2022
559.308 W,14:25:49,16-09-2022
565.692 W,14:26:05,16-09-2022
442 W,14:26:14,16-09-2022
569.84 W,14:26:20,16-09-2022
580.38 W,14:26:36,16-09-2022
553.28 W,14:26:49,16-09-2022
594.9720000000001 W,14:27:07,16-09-2022
599.236 W,14:27:20,16-09-2022
609.9680000000001 W,14:27:32,16-09-2022
607.288 W,14:27:51,16-09-2022
622.2523699999999 W,14:28:04,16-09-2022
628.84455 W,14:28:23,16-09-2022
634.2885499999999 W,14:28:35,16-09-2022
648.1234499999999 W,14:28:48,16-09-2022
440 W,14:29:06,16-09-2022
667.8579499999998 W,14:29:19,16-09-2022
677.0446999999999 W,14:29:38,16-09-2022
693.59 W,14:29:50,16-09-2022
682.063 W,14:30:03,16-09-2022
697.1227999999999 W,14:30:21,16-09-2022
700.0431499999999 W,14:30:34,16-09-2022
691.37425 W,14:30:50,16-09-2022
693.0988 W,14:31:05,16-09-2022
681.5826999999999 W,14:31:21,16-09-2022
678.4573 W,14:31:37,16-09-2022
658.7907 W,14:31:49,16-09-2022
653.1384 W,14:32:05,16-09-2022
649.4395 W,14:32:17,16-09-2022
389 W,14:32:36,16-09-2022
636.7729 W,14:32:48,16-09-2022
630.7298999999999 W,14:33:07,16-09-2022
633.798 W,14:33:20,16-09-2022
643.332 W,14:33:32,16-09-2022
633.3732500000001 W,14:33:51,16-09-2022
637.4969 W,14:34:04,16-09-2022
640.7908 W,14:34:19,16-09-2022
641.4897000000001 W,14:34:35,16-09-2022
657.3354999999999 W,14:34:51,16-09-2022
662.9662999999999 W,14:35:06,16-09-2022
678.5182 W,14:35:19,16-09-2022
702.69445 W,14:35:37,16-09-2022
731.8417999999999 W,14:35:50,16-09-2022
767.5969 W,14:36:06,16-09-2022
780.65805 W,14:36:18,16-09-2022
792.29085 W,14:36:34,16-09-2022
880.5840000000001 W,14:36:50,16-09-2022
879.6313333333333 W,14:37:05,16-09-2022
955.4224 W,14:37:21,16-09-2022
1011.7244000000001 W,14:37:36,16-09-2022
1041.627 W,14:37:49,16-09-2022
1178.9364999999998 W,14:38:05,16-09-2022
1115.4617500000004 W,14:38:20,16-09-2022
1184.78775 W,14:38:33,16-09-2022
1188.7045 W,14:38:52,16-09-2022
553 W,14:39:04,16-09-2022
1250.8330999999998 W,14:39:20,16-09-2022
1269.623 W,14:39:35,16-09-2022
1297.8978233333335 W,14:39:51,16-09-2022
1304.0663499999998 W,14:40:04,16-09-2022
1310.1495 W,14:40:19,16-09-2022
492 W,14:40:35,16-09-2022
1329 W,14:40:51,16-09-2022
1301 W,14:41:03,16-09-2022
1268 W,14:41:19,16-09-2022
1246 W,14:41:37,16-09-2022
1220 W,14:41:50,16-09-2022
1177 W,14:42:02,16-09-2022
1575.0865050000002 W,14:42:21,16-09-2022
1083.4079125000003 W,14:42:34,16-09-2022
1034.5700000000002 W,14:42:49,16-09-2022
1035.3020000000001 W,14:43:05,16-09-2022
1029.1988 W,14:43:21,16-09-2022
1033.9798 W,14:43:33,16-09-2022
1037.0146999999997 W,14:43:52,16-09-2022
1064.97805 W,14:44:04,16-09-2022
1096.5662 W,14:44:20,16-09-2022
1091.7743 W,14:44:36,16-09-2022
1146.177 W,14:44:51,16-09-2022
1158.3730100000002 W,14:45:04,16-09-2022
1145.558 W,14:45:20,16-09-2022
1149.3568 W,14:45:35,16-09-2022
1123.912 W,14:45:51,16-09-2022
1076.246115 W,14:46:06,16-09-2022
1177.5308000000002 W,14:46:19,16-09-2022
1071.3359999999998 W,14:46:38,16-09-2022
1147.1091999999999 W,14:46:50,16-09-2022
1163.8550000000005 W,14:47:03,16-09-2022
1182.6542000000004 W,14:47:22,16-09-2022
1485.4795000000004 W,14:47:34,16-09-2022
828.3892000000001 W,14:47:50,16-09-2022
1081.3576000000003 W,14:48:02,16-09-2022
1096.8548500000002 W,14:48:21,16-09-2022
391 W,14:48:34,16-09-2022
1006.6416666666667 W,14:48:49,16-09-2022
977.3757500000002 W,14:49:05,16-09-2022
972.0217000000002 W,14:49:21,16-09-2022
958.8108500000002 W,14:49:36,16-09-2022
930.2939500000002 W,14:49:49,16-09-2022
940.4843500000003 W,14:50:07,16-09-2022
943.8384000000002 W,14:50:20,16-09-2022
957.0965000000001 W,14:50:51,16-09-2022
980.9889999999999 W,14:51:07,16-09-2022
994.0725 W,14:51:19,16-09-2022
1005.5799999999999 W,14:51:35,16-09-2022
1067.3263 W,14:51:51,16-09-2022
1087.2698500000001 W,14:52:06,16-09-2022
1198.1305999999997 W,14:52:19,16-09-2022
1181.7923999999996 W,14:52:35,16-09-2022
1222.3175199999998 W,14:52:50,16-09-2022
1206.243 W,14:53:03,16-09-2022
1274.4157999999998 W,14:53:22,16-09-2022
1342.6288 W,14:53:34,16-09-2022
1363.0827999999997 W,14:53:50,16-09-2022
1427.958 W,14:54:02,16-09-2022
1450.8115000000003 W,14:54:21,16-09-2022
1474.5117500000001 W,14:54:34,16-09-2022
1599.2600499999999 W,14:54:52,16-09-2022
1665.0449500000004 W,14:55:05,16-09-2022
1723.5941500000004 W,14:55:17,16-09-2022
1791.2611000000002 W,14:55:36,16-09-2022
1872.1995000000002 W,14:55:49,16-09-2022
1837.2078000000001 W,14:56:04,16-09-2022
1828.2839000000004 W,14:56:20,16-09-2022
1818.8104000000003 W,14:56:39,16-09-2022
1815.9173 W,14:56:51,16-09-2022
1801.1042975000005 W,14:57:04,16-09-2022
1803.34375 W,14:57:19,16-09-2022
1762 W,14:57:35,16-09-2022
1779.149893598616 W,14:57:51,16-09-2022
1750.4959999999999 W,14:58:03,16-09-2022
1762.4495999999995 W,14:58:22,16-09-2022
1743.7295000000004 W,14:58:34,16-09-2022
1722.5884499999997 W,14:58:50,16-09-2022
1720.57245 W,14:59:06,16-09-2022
1749.94275 W,14:59:18,16-09-2022
1784.6894000000002 W,14:59:37,16-09-2022
1755.5371 W,14:59:50,16-09-2022
1763.3411000000003 W,15:00:02,16-09-2022
1737.4157 W,15:00:21,16-09-2022
1713.92836 W,15:00:33,16-09-2022
1707.70475 W,15:00:49,16-09-2022
1465 W,15:01:05,16-09-2022
1722 W,15:01:20,16-09-2022
1840.6680000000001 W,15:01:33,16-09-2022
1662.6479500000005 W,15:01:52,16-09-2022
1672.1265500000002 W,15:02:04,16-09-2022
1669.5087000000003 W,15:02:20,16-09-2022
1652.7600000000002 W,15:02:35,16-09-2022
1607.4630000000002 W,15:02:51,16-09-2022
1639.204 W,15:03:04,16-09-2022
1651.8609999999999 W,15:03:19,16-09-2022
1620.434 W,15:03:35,16-09-2022
1596.154285 W,15:03:47,16-09-2022
1529.892 W,15:04:06,16-09-2022
1525.0707499999999 W,15:04:19,16-09-2022
1486.51 W,15:04:37,16-09-2022
1470.4384999999997 W,15:04:50,16-09-2022
1418.9898999999996 W,15:05:03,16-09-2022
1394.6558999999997 W,15:05:21,16-09-2022
1363.1431499999999 W,15:05:34,16-09-2022
1322.10885 W,15:05:53,16-09-2022
1277.1285999999996 W,15:06:05,16-09-2022
1263.5540150000002 W,15:06:18,16-09-2022
1244.1961 W,15:06:36,16-09-2022
1210.9211 W,15:06:49,16-09-2022
1166.8966 W,15:07:05,16-09-2022
1165.9905 W,15:07:20,16-09-2022
1154.808 W,15:07:33,16-09-2022
1133.0411052631578 W,15:07:51,16-09-2022
1147.5227 W,15:08:04,16-09-2022
1127.5709 W,15:08:23,16-09-2022
1111.1655 W,15:08:35,16-09-2022
1121.4892875000003 W,15:08:48,16-09-2022
1141.61235 W,15:09:07,16-09-2022
1147.4209500000002 W,15:09:19,16-09-2022
1158.1392 W,15:09:38,16-09-2022
1170.51705 W,15:09:50,16-09-2022
1199.6625900000004 W,15:10:03,16-09-2022
1212.5259999999998 W,15:10:19,16-09-2022
1218.72 W,15:10:34,16-09-2022
1227.9630769230773 W,15:10:50,16-09-2022
1218.5328000000004 W,15:11:02,16-09-2022
1213.2736 W,15:11:21,16-09-2022
1189.7715000000003 W,15:11:34,16-09-2022
1184.985 W,15:11:50,16-09-2022
1140.8809999999999 W,15:12:05,16-09-2022
1140.88925 W,15:12:18,16-09-2022
1124.6765 W,15:12:37,16-09-2022
1118.646 W,15:12:49,16-09-2022
1120.3995 W,15:13:05,16-09-2022
1107.0945 W,15:13:17,16-09-2022
1225.758 W,15:13:36,16-09-2022
1253.3215 W,15:13:49,16-09-2022
1327.6247875 W,15:14:07,16-09-2022
1374.3079500000001 W,15:14:20,16-09-2022
1421.7817 W,15:14:32,16-09-2022
1465.6177000000002 W,15:14:51,16-09-2022
1470.6030000000005 W,15:15:04,16-09-2022
1490.6376000000002 W,15:15:19,16-09-2022
1492.9594000000004 W,15:15:35,16-09-2022
1498.6440000000005 W,15:15:51,16-09-2022
1501.1779500000002 W,15:16:06,16-09-2022
1495.8303000000005 W,15:16:19,16-09-2022
1515.915 W,15:16:38,16-09-2022
1511.07625 W,15:16:50,16-09-2022
1504.6845000000003 W,15:17:06,16-09-2022
1493.2595000000001 W,15:17:18,16-09-2022
1502.9395 W,15:17:37,16-09-2022
1484.1705000000002 W,15:17:50,16-09-2022
1484.9466499999999 W,15:18:05,16-09-2022
1432.9121499999997 W,15:18:21,16-09-2022
1413.5076999999997 W,15:18:33,16-09-2022
1413.43815 W,15:18:49,16-09-2022
1412.8723999999995 W,15:19:05,16-09-2022
1355.1535 W,15:19:18,16-09-2022
1400.424 W,15:19:37,16-09-2022
1441.1779999999999 W,15:19:49,16-09-2022
1460.5872000000004 W,15:20:05,16-09-2022
1392.5184 W,15:20:17,16-09-2022
1444.7568 W,15:20:52,16-09-2022
1451.1000000000004 W,15:21:04,16-09-2022
1465.7582475000004 W,15:21:20,16-09-2022
1490.6742000000004 W,15:21:33,16-09-2022
1496.8890999999999 W,15:21:51,16-09-2022
1509.7110000000002 W,15:22:04,16-09-2022
1531.8292625000006 W,15:22:19,16-09-2022
1526.7450000000001 W,15:22:35,16-09-2022
1539.64875 W,15:22:51,16-09-2022
1610.182 W,15:23:03,16-09-2022
1642.6091999999999 W,15:23:22,16-09-2022
1670.1731999999995 W,15:23:35,16-09-2022
1665.5159500000002 W,15:23:47,16-09-2022
1768.0821999999998 W,15:24:06,16-09-2022
1747.7822999999996 W,15:24:18,16-09-2022
1742.5483 W,15:24:37,16-09-2022
1822.765 W,15:24:50,16-09-2022
1920.2691300000001 W,15:25:02,16-09-2022
1986.99575 W,15:25:21,16-09-2022
2074.12441 W,15:25:37,16-09-2022
2115.7502783203126 W,15:25:52,16-09-2022
2135.741949999999 W,15:26:05,16-09-2022
2161.0728999999997 W,15:26:20,16-09-2022
2166.8797999999997 W,15:26:36,16-09-2022
2180.3661999999995 W,15:26:52,16-09-2022
2175.6275499999992 W,15:27:04,16-09-2022
2173.4214 W,15:27:20,16-09-2022
2188.9632500000007 W,15:27:32,16-09-2022
2170.271675000001 W,15:27:51,16-09-2022
2181.8090000000007 W,15:28:04,16-09-2022
742 W,15:28:19,16-09-2022
2234.24625 W,15:28:35,16-09-2022
2158.9307499999995 W,15:28:51,16-09-2022
2322.8448 W,15:29:03,16-09-2022
2395.431382499999 W,15:29:22,16-09-2022
2473.5015999999996 W,15:29:34,16-09-2022
2588.8336 W,15:29:50,16-09-2022
2620.4864000000007 W,15:30:06,16-09-2022
2727.5259000000005 W,15:30:18,16-09-2022
2800.1890000000003 W,15:30:37,16-09-2022
2784.2595 W,15:30:50,16-09-2022
2816.80545 W,15:31:02,16-09-2022
972 W,15:31:21,16-09-2022
2865.612 W,15:31:33,16-09-2022
2859.8480000000004 W,15:31:49,16-09-2022
2885.0498000000002 W,15:32:05,16-09-2022
2944.9475 W,15:32:20,16-09-2022
2953.1807000000003 W,15:32:33,16-09-2022
3012.7477499999995 W,15:32:52,16-09-2022
3067.0564674999996 W,15:33:04,16-09-2022
3226.8235999999997 W,15:33:20,16-09-2022
3392.04445 W,15:33:35,16-09-2022
4031.773294999999 W,15:33:51,16-09-2022
4591.7916000000005 W,15:34:04,16-09-2022
4800.0419999999995 W,15:34:19,16-09-2022
4708.705375000001 W,15:34:35,16-09-2022
3827.8329999999996 W,15:34:50,16-09-2022
3944.1890000000003 W,15:35:03,16-09-2022
4040.98575 W,15:35:22,16-09-2022
5322.56575 W,15:35:34,16-09-2022
3840.7519999999995 W,15:35:47,16-09-2022
3912.9745 W,15:36:06,16-09-2022
3961.9017 W,15:36:18,16-09-2022
2972.7660999999994 W,15:36:37,16-09-2022
3075.7379000000005 W,15:36:49,16-09-2022
3098.9894000000004 W,15:37:05,16-09-2022
3830 W,15:37:21,16-09-2022
3522.4624999999996 W,15:37:33,16-09-2022
3124.4112499999997 W,15:37:49,16-09-2022
3962.2581775000003 W,15:38:05,16-09-2022
2710.6427175000003 W,15:38:20,16-09-2022
2528.02125 W,15:38:33,16-09-2022
2990.910699999999 W,15:38:52,16-09-2022
3280.9530999999997 W,15:39:04,16-09-2022
2440.82994 W,15:39:23,16-09-2022
2470.5481999999997 W,15:39:35,16-09-2022
2561.4743999999996 W,15:39:48,16-09-2022
2749.90905 W,15:40:04,16-09-2022
2986.3512 W,15:40:19,16-09-2022
3204.0285125 W,15:40:35,16-09-2022
3391.43125 W,15:40:50,16-09-2022
6015.745 W,15:41:03,16-09-2022
4813.298 W,15:41:22,16-09-2022
7147.028049999999 W,15:41:34,16-09-2022
7176.658399999999 W,15:41:53,16-09-2022
4525.1742725 W,15:42:05,16-09-2022
5357.7376 W,15:42:18,16-09-2022
4110.818799999999 W,15:42:37,16-09-2022
3644.025359999999 W,15:42:49,16-09-2022
3514.0824999999995 W,15:43:08,16-09-2022
4136.668100000001 W,15:43:21,16-09-2022
6543.407900000001 W,15:43:33,16-09-2022
5737.124900000001 W,15:43:52,16-09-2022
3235.0787499999997 W,15:44:04,16-09-2022
769 W,15:44:17,16-09-2022
2075.96695 W,15:44:36,16-09-2022
1796.2640000000004 W,15:44:48,16-09-2022
1670.7999999999997 W,15:45:04,16-09-2022
1631.5348 W,15:45:19,16-09-2022
1671.97975 W,15:45:35,16-09-2022
1664.8895 W,15:45:51,16-09-2022
1658.6528500000002 W,15:46:06,16-09-2022
1708.02315 W,15:46:19,16-09-2022
1776.72524 W,15:46:35,16-09-2022
1807.7077000000006 W,15:46:50,16-09-2022
1876.1845 W,15:47:03,16-09-2022
2110.915 W,15:47:22,16-09-2022
2230.1866666666665 W,15:47:34,16-09-2022
2734.6104625 W,15:47:50,16-09-2022
5005.8935625 W,15:48:02,16-09-2022
4984.161050000001 W,15:48:21,16-09-2022
2000.8984000000003 W,15:48:34,16-09-2022
1817.5080799999998 W,15:48:49,16-09-2022
1655.1091999999999 W,15:49:05,16-09-2022
1426.5123999999998 W,15:49:17,16-09-2022
1388.5883999999996 W,15:49:36,16-09-2022
1315.2627999999997 W,15:49:49,16-09-2022
1268.5375999999999 W,15:50:04,16-09-2022
1234.9008 W,15:50:20,16-09-2022
1225.828 W,15:50:51,16-09-2022
1639.3088049999997 W,15:51:10,16-09-2022
1855.2598400000006 W,15:51:23,16-09-2022
1156.3472500000003 W,15:51:35,16-09-2022
1087.7874000000002 W,15:51:51,16-09-2022
1065.24905 W,15:52:03,16-09-2022
1125.32955 W,15:52:19,16-09-2022
1095.93005 W,15:52:35,16-09-2022
1090.6249500000001 W,15:52:50,16-09-2022
1066.5375 W,15:53:03,16-09-2022
1031.12725 W,15:53:22,16-09-2022
1029.6007 W,15:53:34,16-09-2022
1028.0859500000001 W,15:53:50,16-09-2022
987.44245 W,15:54:06,16-09-2022
973.07245 W,15:54:18,16-09-2022
967.18665 W,15:54:37,16-09-2022
965.103 W,15:54:49,16-09-2022
921.1908500000001 W,15:55:05,16-09-2022
965.5536 W,15:55:21,16-09-2022
985.8822 W,15:55:33,16-09-2022
980.2087 W,15:55:52,16-09-2022
969.7377 W,15:56:04,16-09-2022
969.6460000000001 W,15:56:20,16-09-2022
965.5609000000001 W,15:56:36,16-09-2022
950.2396 W,15:56:48,16-09-2022
933.2124999999999 W,15:57:07,16-09-2022
896.2691 W,15:57:19,16-09-2022
883.9155 W,15:57:32,16-09-2022
854.8025999999999 W,15:57:51,16-09-2022
836.7425 W,15:58:03,16-09-2022
826.2319000000001 W,15:58:22,16-09-2022
795.7529000000002 W,15:58:35,16-09-2022
778.6473000000001 W,15:58:47,16-09-2022
773.4433999999999 W,15:59:06,16-09-2022
729.69 W,15:59:18,16-09-2022
622.1995 W,15:59:34,16-09-2022
685.5721875 W,15:59:50,16-09-2022
672.0328 W,16:00:05,16-09-2022
663.0453 W,16:00:21,16-09-2022
658.0644 W,16:00:34,16-09-2022
638.6646000000001 W,16:00:49,16-09-2022
618.6111000000001 W,16:01:05,16-09-2022
618.0029 W,16:01:21,16-09-2022
366 W,16:01:36,16-09-2022
594 W,16:01:49,16-09-2022
585 W,16:02:04,16-09-2022
563.4440000000001 W,16:02:20,16-09-2022
566.3040000000001 W,16:02:36,16-09-2022
556.9775 W,16:02:48,16-09-2022
558.2453 W,16:03:07,16-09-2022
561.7618 W,16:03:20,16-09-2022
552.461 W,16:03:35,16-09-2022
552.7156 W,16:03:51,16-09-2022
544.9372000000001 W,16:04:03,16-09-2022
535.0282 W,16:04:19,16-09-2022
532.9886 W,16:04:35,16-09-2022
516.4912 W,16:04:50,16-09-2022
515.0987 W,16:05:06,16-09-2022
495.594 W,16:05:18,16-09-2022
506.8 W,16:05:34,16-09-2022
490.2178181818182 W,16:05:50,16-09-2022
485.92330000000004 W,16:06:05,16-09-2022
483.3151 W,16:06:21,16-09-2022
481.36719999999997 W,16:06:34,16-09-2022
471.96810000000005 W,16:06:49,16-09-2022
450.1237 W,16:07:05,16-09-2022
451.9601 W,16:07:21,16-09-2022
450.9535 W,16:07:33,16-09-2022
450.313 W,16:07:52,16-09-2022
460.21540000000005 W,16:08:04,16-09-2022
473.88960000000003 W,16:08:20,16-09-2022
542.2359 W,16:08:33,16-09-2022
534.3620000000001 W,16:08:51,16-09-2022
501.6482 W,16:09:04,16-09-2022
607.3700000000001 W,16:09:23,16-09-2022
598.0265 W,16:09:38,16-09-2022
525.37 W,16:09:51,16-09-2022
598.7198 W,16:10:03,16-09-2022
595.1908000000001 W,16:10:22,16-09-2022
584.3016 W,16:10:38,16-09-2022
576.8306 W,16:10:50,16-09-2022
574.3009 W,16:11:03,16-09-2022
572.10701 W,16:11:22,16-09-2022
573.45065 W,16:11:34,16-09-2022
575.6446000000001 W,16:11:50,16-09-2022
579.63525 W,16:12:05,16-09-2022
778.8366760204083 W,16:12:21,16-09-2022
564.5298500000001 W,16:12:37,16-09-2022
568.1774000000001 W,16:12:49,16-09-2022
559.7019 W,16:13:05,16-09-2022
589.7217 W,16:13:21,16-09-2022
567.4266 W,16:13:36,16-09-2022
562.4777000000001 W,16:13:49,16-09-2022
557.98135 W,16:14:04,16-09-2022
565.2045 W,16:14:23,16-09-2022
562.7582 W,16:14:36,16-09-2022
568.4777000000001 W,16:14:48,16-09-2022
600.3870000000001 W,16:15:07,16-09-2022
610.8666666666668 W,16:15:19,16-09-2022
667.79475 W,16:15:35,16-09-2022
659.0346000000001 W,16:15:51,16-09-2022
683.92825 W,16:16:03,16-09-2022
693.6342000000001 W,16:16:22,16-09-2022
682.4037500000001 W,16:16:35,16-09-2022
699.1600000000001 W,16:16:50,16-09-2022
697.752 W,16:17:06,16-09-2022
696.5519999999999 W,16:17:18,16-09-2022
380 W,16:17:37,16-09-2022
692 W,16:17:50,16-09-2022
677 W,16:18:05,16-09-2022
658 W,16:18:21,16-09-2022
639 W,16:18:33,16-09-2022
628 W,16:18:52,16-09-2022
607.2462 W,16:19:05,16-09-2022
598.56945 W,16:19:20,16-09-2022
588.95735 W,16:19:36,16-09-2022
587.3317 W,16:19:49,16-09-2022
595.4683 W,16:20:04,16-09-2022
590.97195 W,16:20:20,16-09-2022
610.0022 W,16:20:51,16-09-2022
611.7655000000001 W,16:21:04,16-09-2022
620.3338600000001 W,16:21:19,16-09-2022
673.0751625 W,16:21:38,16-09-2022
622.315 W,16:21:51,16-09-2022
627.0345 W,16:22:03,16-09-2022
618.12 W,16:22:22,16-09-2022
620.2035714285714 W,16:22:34,16-09-2022
595.89475 W,16:22:50,16-09-2022
584.3815999999999 W,16:23:06,16-09-2022
786.0282500000001 W,16:23:18,16-09-2022
539.5287500000001 W,16:23:37,16-09-2022
1021 W,16:23:49,16-09-2022
465.8134 W,16:24:05,16-09-2022
515.1085 W,16:24:21,16-09-2022
506.60380000000004 W,16:24:36,16-09-2022
492.48075000000006 W,16:24:49,16-09-2022
494.7894 W,16:25:05,16-09-2022
468.463 W,16:25:20,16-09-2022
470.26905 W,16:25:36,16-09-2022
443 W,16:25:48,16-09-2022
452.21 W,16:26:04,16-09-2022
0 W,16:26:20,16-09-2022
461.8537774999995 W,16:26:39,16-09-2022
666.0314000000001 W,16:26:51,16-09-2022
487.1419 W,16:27:04,16-09-2022
482.4528 W,16:27:19,16-09-2022
504.47368500000005 W,16:27:35,16-09-2022
450.819825 W,16:27:50,16-09-2022
503.978 W,16:28:03,16-09-2022
516.5281499999999 W,16:28:22,16-09-2022
526.3952 W,16:28:34,16-09-2022
528.1600000000001 W,16:28:50,16-09-2022
533.366 W,16:29:06,16-09-2022
542.5304000000001 W,16:29:18,16-09-2022
541.3098 W,16:29:37,16-09-2022
532.0840000000001 W,16:29:49,16-09-2022
536.4024000000001 W,16:30:08,16-09-2022
510.134 W,16:30:21,16-09-2022
881.90795 W,16:30:33,16-09-2022
536.2672 W,16:30:49,16-09-2022
535.49455 W,16:31:04,16-09-2022
573.296 W,16:31:20,16-09-2022
586.4331999999999 W,16:31:33,16-09-2022
604.6357 W,16:31:51,16-09-2022
375.0282 W,16:32:04,16-09-2022
646.7012 W,16:32:20,16-09-2022
648.1618 W,16:32:35,16-09-2022
669.083 W,16:32:48,16-09-2022
653.6047 W,16:33:07,16-09-2022
667.831 W,16:33:19,16-09-2022
654.5929 W,16:33:35,16-09-2022
651.23955 W,16:33:50,16-09-2022
647.10175 W,16:34:06,16-09-2022
637.0306875 W,16:34:19,16-09-2022
621.3076 W,16:34:34,16-09-2022
627.0201999999999 W,16:34:50,16-09-2022
618.5419 W,16:35:05,16-09-2022
608.8116 W,16:35:21,16-09-2022
602.36255 W,16:35:37,16-09-2022
593.8224 W,16:35:52,16-09-2022
550.1754000000001 W,16:36:08,16-09-2022
572.6812 W,16:36:21,16-09-2022
562.702 W,16:36:33,16-09-2022
608.654 W,16:36:52,16-09-2022
557.4766625 W,16:37:04,16-09-2022
269.68953499999975 W,16:37:20,16-09-2022
738.7127499999999 W,16:37:36,16-09-2022
618.5645 W,16:37:51,16-09-2022
329.41459000000077 W,16:38:04,16-09-2022
1722.6492299999998 W,16:38:19,16-09-2022
911.0565 W,16:38:35,16-09-2022
694.577 W,16:38:51,16-09-2022
723.07525 W,16:39:03,16-09-2022
595.6476200000001 W,16:39:22,16-09-2022
1026.605 W,16:39:35,16-09-2022
929.335 W,16:39:47,16-09-2022
373.1888222222219 W,16:40:06,16-09-2022
672.97255 W,16:40:18,16-09-2022
920.1802000000002 W,16:40:34,16-09-2022
1208.6315624999993 W,16:40:50,16-09-2022
937.8566250000006 W,16:41:02,16-09-2022
947.7189000000003 W,16:41:21,16-09-2022
863.9875300000006 W,16:41:37,16-09-2022
961.2775000000001 W,16:41:49,16-09-2022
986.4062500000005 W,16:42:05,16-09-2022
955.7999999999997 W,16:42:17,16-09-2022
826.5919999999999 W,16:42:36,16-09-2022
940.7199999999998 W,16:42:49,16-09-2022
896.0736499999996 W,16:43:07,16-09-2022
960.5267000000001 W,16:43:20,16-09-2022
889.4398625000001 W,16:43:36,16-09-2022
996.0013600000002 W,16:43:51,16-09-2022
1046.3381999999995 W,16:44:04,16-09-2022
1025.8814999999997 W,16:44:22,16-09-2022
1053.2956600000005 W,16:44:38,16-09-2022
1111.9709000000005 W,16:44:51,16-09-2022
1054.0096250000001 W,16:45:03,16-09-2022
1131.2553400000002 W,16:45:22,16-09-2022
1113.56 W,16:45:34,16-09-2022
1309.22 W,16:45:50,16-09-2022
1240.4562999999996 W,16:46:06,16-09-2022
1258.9730500000005 W,16:46:21,16-09-2022
1243.1590999999999 W,16:46:34,16-09-2022
1292.3714974999996 W,16:46:50,16-09-2022
1371.6802999999993 W,16:47:05,16-09-2022
1350.1321999999993 W,16:47:18,16-09-2022
1416.5839750000005 W,16:47:36,16-09-2022
1423.9153999999996 W,16:47:49,16-09-2022
1514.2129499999999 W,16:48:05,16-09-2022
1538.3724000000002 W,16:48:20,16-09-2022
1618.7563999999995 W,16:48:36,16-09-2022
1658.8960000000002 W,16:48:52,16-09-2022
1765.616 W,16:49:04,16-09-2022
1729.73125 W,16:49:20,16-09-2022
1788.3080000000002 W,16:49:35,16-09-2022
1744.3700799999995 W,16:49:48,16-09-2022
1741.9745999999998 W,16:50:04,16-09-2022
1735.8644999999992 W,16:50:19,16-09-2022
1789.0189500000001 W,16:50:51,16-09-2022
1645.3695124999992 W,16:51:06,16-09-2022
1681.2362 W,16:51:22,16-09-2022
1681.5382000000006 W,16:51:35,16-09-2022
1599.6098 W,16:51:50,16-09-2022
1567.518 W,16:52:03,16-09-2022
1496.3775 W,16:52:22,16-09-2022
1542.206550000001 W,16:52:34,16-09-2022
1478.8733000000004 W,16:52:50,16-09-2022
